geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
32031000103,31.0,0.04497,1.0,0.72533,0.0,0.18785,0.0,0.2153,0.0,0.10637,1.0,0.08315,0.0,0.02742,0.0,0.14909,0.0,0.02833,1.0,0.67605,0.0,2e-05,1.0,0.00306,1.0,0.0,1.0,0.11402,0.0,0.01645,1.0,0.01157,1.0,0.0,1.0,0.01401,1.0,0.03109,0.0,0.01949,1.0,0.00487,1.0,0.01187,1.0,0.00303,0.0,1.0,0.03394,0.00185,1173.0,0.87121,1346.40172,,,,,,,,,0.60015,0.5361,0.7281,0.47182,0.47469,0.42882,0.48137,0.37221
32031000104,31.0,0.04496,1.0,0.72523,0.0,0.1879,0.0,0.21529,0.0,0.10637,1.0,0.08321,0.0,0.02743,0.0,0.14904,0.0,0.02835,1.0,0.67601,0.0,0.0,1.0,0.00305,1.0,0.0,1.0,0.11399,0.0,0.01646,1.0,0.01158,1.0,0.0,1.0,0.01402,1.0,0.03109,0.0,0.01951,1.0,0.00488,1.0,0.01189,1.0,0.0064,0.0,1.0,0.01742,0.00433,2578.0,0.557,4628.33726,,,,,,,,,0.59353,0.48499,0.74571,0.60298,0.53483,0.42085,0.62023,0.48035
32031000105,31.0,0.07726,1.0,0.53684,0.0,0.25153,0.0,0.37974,0.0,0.07126,1.0,0.02342,0.0,0.08875,0.0,0.13857,0.0,0.03959,1.0,0.64896,0.0,0.01122,1.0,0.0,1.0,0.0,1.0,0.0805,0.0,0.00858,1.0,0.00759,1.0,0.0,1.0,0.00462,1.0,0.00924,1.0,0.00297,1.0,0.0,1.0,0.0,1.0,0.00645,0.0,1.0,0.01206,0.00339,2935.0,1.97471,1486.29442,,,,,,,,,0.58112,0.5298,0.45774,0.36109,0.30737,0.30013,0.53416,0.39702
32031000106,31.0,0.07726,1.0,0.53684,0.0,0.25153,0.0,0.37974,0.0,0.07126,1.0,0.02342,0.0,0.08875,0.0,0.13857,0.0,0.03959,1.0,0.64896,0.0,0.01122,1.0,0.0,1.0,0.0,1.0,0.0805,0.0,0.00858,1.0,0.00759,1.0,0.0,1.0,0.00462,1.0,0.00924,1.0,0.00297,1.0,0.0,1.0,0.0,1.0,0.00179,0.0,1.0,0.01751,0.00119,711.0,0.52081,1365.17791,,,,,,,,,0.56884,0.40703,0.48344,0.45743,0.42524,0.42769,0.5003,0.47931
32031000201,31.0,0.21313,0.0,0.83683,0.0,0.13779,0.0,0.25,0.0,0.12237,1.0,0.02336,0.0,0.01489,1.0,0.49825,0.0,0.0111,1.0,0.40713,0.0,0.07739,1.0,0.0,1.0,0.0,1.0,0.40391,0.0,0.00759,1.0,0.00263,1.0,0.00701,1.0,0.0,1.0,0.02015,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00562,0.02501,0.0,0.00527,0.00494,3341.0,1.07545,3106.61357,0.05406,0.01825,0.04034,0.01646,0.61893,0.68248,0.60305,0.62294,0.51726,0.46752,0.60027,0.35757,0.64445,0.64331,0.64214,0.56421
32031000202,31.0,0.05994,1.0,0.70552,0.0,0.1457,0.0,0.25347,0.0,0.08769,1.0,0.02846,0.0,0.03654,1.0,0.18577,0.0,0.03385,1.0,0.60038,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.15654,0.0,0.01538,1.0,0.0,1.0,0.0,1.0,0.00731,1.0,0.01308,1.0,0.0,1.0,0.00808,1.0,0.0,1.0,0.00647,0.02895,0.0,0.01259,0.00421,2696.0,0.8264,3262.35334,0.06884,0.02103,0.18724,0.0,0.52426,0.55223,0.45744,0.51341,0.5812,0.4261,0.51514,0.46357,0.59097,0.51237,0.61684,0.51668
32031000301,31.0,0.00356,1.0,0.9337,0.0,0.09213,0.0,0.12755,0.0,0.1218,1.0,0.03763,1.0,0.00201,1.0,0.11089,0.0,0.00575,1.0,0.82448,0.0,0.00287,1.0,0.00431,1.0,0.0,1.0,0.04826,1.0,0.01092,1.0,0.01637,1.0,0.01637,1.0,0.0,1.0,0.00862,1.0,0.00373,1.0,0.00517,1.0,0.0,1.0,0.00421,0.0,1.0,0.00632,0.00411,1686.0,0.68116,2475.17213,,,,,,,,,0.53026,0.39544,0.43201,0.56805,0.73915,0.62057,0.78049,0.67432
32031000302,31.0,0.00356,1.0,0.9337,0.0,0.09213,0.0,0.12755,0.0,0.1218,1.0,0.03763,1.0,0.00201,1.0,0.11089,0.0,0.00575,1.0,0.82448,0.0,0.00287,1.0,0.00431,1.0,0.0,1.0,0.04826,1.0,0.01092,1.0,0.01637,1.0,0.01637,1.0,0.0,1.0,0.00862,1.0,0.00373,1.0,0.00517,1.0,0.0,1.0,0.00548,0.0,1.0,0.01034,0.00512,2141.0,0.8386,2553.0601,,,,,,,,,0.52948,0.36637,0.4716,0.44053,0.70976,0.64117,0.82237,0.66239
32031000401,31.0,0.04448,1.0,0.95732,0.0,0.09749,1.0,0.04818,1.0,0.04781,1.0,0.00294,1.0,0.03825,1.0,0.06914,0.0,0.00809,1.0,0.8584,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04671,0.0,0.0,1.0,0.00533,1.0,0.0,1.0,0.00294,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00782,0.02978,0.0,0.00106,0.0069,2965.0,1.61432,1836.68806,,,,,,,,,0.5665,0.47703,0.5318,0.55116,0.79239,0.71777,0.6924,0.69461
32031000402,31.0,0.04448,1.0,0.95732,0.0,0.09749,1.0,0.04818,1.0,0.04781,1.0,0.00294,1.0,0.03825,1.0,0.06914,0.0,0.00809,1.0,0.8584,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04671,0.0,0.0,1.0,0.00533,1.0,0.0,1.0,0.00294,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00625,0.0,1.0,0.00295,0.00617,2327.0,1.42409,1634.0276,,,,,,,,,0.5571,0.56211,0.42747,0.59891,0.83825,0.67702,0.85955,0.73269
