osm_id,code,fclass,name,lon,lat
357556205,2082,school,Storey County Elementary School,-119.64685,39.50686
357565281,2082,school,Hillside Elementary School,-119.64033,39.50916
6571392042,2402,motel,Sugarloaf Mountain Motel,-119.65209,39.30487
357563376,2005,post_office,Clark Post Office,-119.48157,39.56408
357564209,2005,post_office,Virginia City Post Office,-119.65037,39.30909
1361025572,2002,fire_station,Virginia Engine Company No. 1,-119.64843,39.31315
1361025573,2002,fire_station,Storey County Volunteer Fire Department,-119.64853,39.31286
4243504247,2001,police,Storey County Sheriff's Office,-119.65038,39.30804
6887603851,2005,post_office,Molossia Post Office,-119.53968,39.323
