,osm_id,code,fclass,name,lon,lat
0,357562712,2005,post_office,Wellington Post Office,-119.37626,38.75626
1,357562839,2005,post_office,Yerington Post Office,-119.16296,38.98801
2,357563691,2005,post_office,Smith Post Office,-119.32738,38.80047
3,357562366,2005,post_office,Como Post Office,-119.47739,39.17241
4,357563359,2005,post_office,Fernley Post Office,-119.24602,39.60699
5,357563471,2005,post_office,Silver City Post Office,-119.64104,39.26425
6,357563572,2005,post_office,Dayton Post Office,-119.58986,39.24061
7,357563855,2005,post_office,Silver Springs Post Office,-119.22382,39.41497
8,366087974,2008,town_hall,Silver City Town Hall,-119.64186,39.2648
9,2313765232,2002,fire_station,,-119.63868,39.26228
10,7044509410,2008,town_hall,Fernley City Hall,-119.24048,39.60472
11,7044509412,2009,courthouse,Fernley Municipal Court,-119.24054,39.60442
