osm_id,code,fclass,name,lon,lat
357555164,2082,school,Beowawe Elementary School,-116.47665,40.58893
357565225,2082,school,Crescent Valley Elementary School,-116.5817,40.4144
357566009,2082,school,Great Basin College Crescent Valley Satellite Center,-116.57639,40.41611
357566021,2082,school,Great Basin College Eureka Satellite Center,-115.96056,39.51278
357563007,2005,post_office,Beowawe Post Office,-116.4781,40.59277
357563010,2005,post_office,Crescent Valley Rural Branch Post Office,-116.58286,40.41853
357562165,2005,post_office,Buckhorn Post Office,-116.48064,40.17603
357562243,2005,post_office,Romano Post Office,-116.07645,39.93687
